10.8112137,106.7352454
10.8103838,106.728994
10.8119981,106.728766
10.8141053,106.7265192
10.8102962,106.729297
10.8083075,106.7312042
10.805569,106.7306221
10.8030238,106.7320383
10.802759,106.7275709
10.8058856,106.7319301
10.80866,106.7325614
10.8064904,106.7347726
10.8043045,106.736992
10.8098881,106.7338453
10.800922,106.7381138
10.8015823,106.7436482
10.8011953,106.7435648
10.7916207,106.7459509
10.784713,106.7300901
10.7798101,106.7212949
10.7757723,106.7124494
10.7723704,106.7234789
10.775451,106.7279453
10.7889315,106.750036
10.7802721,106.7560829
10.7772596,106.7538097
10.7737677,106.7706762
10.7697585,106.7747952
10.7587584,106.764669
10.7720436,106.7761147
10.7586057,106.7886799
10.792543,106.7515875
10.7874325,106.755525
10.7859096,106.7543507
10.7844522,106.7561746
10.7830917,106.7612053
10.7822754,106.7676979
10.7886605,106.7688544
10.7872746,106.761695
10.785543,106.7602378
10.8067336,106.7536039
10.8028751,106.7528151
10.8054723,106.7518038
10.8075502,106.7509421
10.808993,106.7516616
10.8092413,106.7520692
10.8093635,106.7547106
10.8078894,106.7547106
10.8111119,106.7570977
10.8111119,106.7564222
